action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Inconclusive,4463457,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1ccc(OC)c2sc(N3CCN(c4ccccc4)CC3)nc12,,,CHEMBL1201862,,,,CHEMBL1421495,,CHEMBL1421495,5.20,0,http://www.openphacts.org/units/Nanomolar,1176528,=,7,1,=,,Potency,nM,,6309.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,6.3096
,Inconclusive,4463458,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CC(C)n1c(S)nc2c1c(=O)[nH]c(=O)n2C,,,CHEMBL1201862,,,,CHEMBL1479059,,CHEMBL1479059,6.00,0,http://www.openphacts.org/units/Nanomolar,1181037,=,7,1,=,,Potency,nM,,1000.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,1.0
,Inconclusive,4463459,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,O=C(NC1CCCCC1)C(c1ccco1)N(Cc1ccco1)C(=O)c1ccco1,,,CHEMBL1201862,,,,CHEMBL1499656,,CHEMBL1499656,5.10,0,http://www.openphacts.org/units/Nanomolar,1284686,=,7,1,=,,Potency,nM,,7943.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,7.9433
,Not Active,4463460,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,,,CHEMBL1201862,,,,CHEMBL1490326,,CHEMBL1490326,6.50,0,http://www.openphacts.org/units/Nanomolar,976639,=,7,1,=,,Potency,nM,,316.2,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.3162
,Not Active,4463461,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,NCCCCCC(=O)O,,,CHEMBL1201862,,,,CHEMBL1046,AMINOCAPROIC ACID,CHEMBL1046,8.30,0,http://www.openphacts.org/units/Nanomolar,976538,=,7,1,=,,Potency,nM,,5.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.005
,Inconclusive,4463462,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Oc1ccccc1C(=S)N1CCCCCC1,,,CHEMBL1201862,,,,CHEMBL1607229,,CHEMBL1607229,4.90,0,http://www.openphacts.org/units/Nanomolar,1191674,=,7,1,=,,Potency,nM,,12589.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,12.5893
,Inconclusive,4463463,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCOc1cc(C2CC(=O)NC3=C2C(=O)C(C(=O)OC)C(C)C3)cc(Cl)c1O,,,CHEMBL1201862,,,,CHEMBL1518190,,CHEMBL1518190,4.50,0,http://www.openphacts.org/units/Nanomolar,1180136,=,7,1,=,,Potency,nM,,31622.8,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,31.6228
,Active,4463464,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCSc1ccccc1C(=O)Nc1cc(C)on1,,,CHEMBL1201862,,,,CHEMBL1487551,,CHEMBL1487551,4.90,0,http://www.openphacts.org/units/Nanomolar,1195179,=,7,1,=,,Potency,nM,,12589.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,12.5893
,Inconclusive,4463465,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,,,CHEMBL1201862,,,,CHEMBL1557436,,CHEMBL1557436,4.40,0,http://www.openphacts.org/units/Nanomolar,1278016,=,7,1,=,,Potency,nM,,39810.7,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,39.8107
,Inconclusive,4463466,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,,,CHEMBL1201862,,,,CHEMBL1341981,,CHEMBL1341981,4.70,0,http://www.openphacts.org/units/Nanomolar,1304771,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Active,4463467,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1nc(Nc2ccccc2)c2nc(-c3ccccc3)n(CCN3CCOCC3)c2n1,,,CHEMBL1201862,,,,CHEMBL1595973,,CHEMBL1595973,4.70,0,http://www.openphacts.org/units/Nanomolar,979962,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Inconclusive,4463468,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1cc2c(cc1OC)C(C)N(C(=O)c1cc3n(n1)C(C(F)(F)F)CC(c1ccco1)N3)CC2,,,CHEMBL1201862,,,,CHEMBL1301917,,CHEMBL1301917,4.60,0,http://www.openphacts.org/units/Nanomolar,1287976,=,7,1,=,,Potency,nM,,25118.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,25.1189
,Inconclusive,4463469,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CC(C)CN(C(=O)COC(=O)c1cc2c(s1)CCC2)C1CCS(=O)(=O)C1,,,CHEMBL1201862,,,,CHEMBL1577661,,CHEMBL1577661,5.10,0,http://www.openphacts.org/units/Nanomolar,1167582,=,7,1,=,,Potency,nM,,7943.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,7.9433
,Inconclusive,4463470,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCO/C(O)=C1\C(C)=NC2=C(C(=O)CC(C)(C)C2)C1c1ccc2c(c1)CCCN2C,,,CHEMBL1201862,,,,CHEMBL3214495,,CHEMBL3214495,5.40,0,http://www.openphacts.org/units/Nanomolar,1192827,=,7,1,=,,Potency,nM,,3981.1,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,3.9811
,Active,4463471,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Oc1c(Cl)cc(Cl)c2c1NCCC2,,,CHEMBL1201862,,,,CHEMBL1411897,,CHEMBL1411897,5.80,0,http://www.openphacts.org/units/Nanomolar,1178564,=,7,1,=,,Potency,nM,,1584.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,1.5849
,Inconclusive,4463472,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1cccc(/C(O)=C/C=N/c2cc(C)ccc2O)c1,,,CHEMBL1201862,,,,CHEMBL3194664,,CHEMBL3194664,4.80,0,http://www.openphacts.org/units/Nanomolar,1187320,=,7,1,=,,Potency,nM,,15848.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,15.8489
,Active,4463473,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1nn(-c2ccc(F)cc2F)c2c1-c1nc(N3CCCC3)ncc1CC2,,,CHEMBL1201862,,,,CHEMBL1557417,,CHEMBL1557417,4.60,0,http://www.openphacts.org/units/Nanomolar,1177672,=,7,1,=,,Potency,nM,,25118.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,25.1189
,Active,4463474,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCc1ccccc1N1CSC2=C(C#N)C(c3ccccc3F)CC(=O)N2C1,,,CHEMBL1201862,,,,CHEMBL1301842,,CHEMBL1301842,5.50,0,http://www.openphacts.org/units/Nanomolar,1275918,=,7,1,=,,Potency,nM,,3162.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,3.1623
,Inconclusive,4463475,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COCCn1c(=O)c(-c2ccccc2)nc2cnc(N(C)C)nc21,,,CHEMBL1201862,,,,CHEMBL1592470,,CHEMBL1592470,4.50,0,http://www.openphacts.org/units/Nanomolar,1173924,=,7,1,=,,Potency,nM,,31622.8,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,31.6228
,Inconclusive,4463476,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,O=C(O)[C@H]1C[C@@H](CP(=O)(O)O)CCN1,,,CHEMBL1201862,,,,CHEMBL279731,,CHEMBL279731,4.70,0,http://www.openphacts.org/units/Nanomolar,979516,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Inconclusive,4463477,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCc1cccc(C)c1NC(=O)c1cccc(N(C)C)c1,,,CHEMBL1201862,,,,CHEMBL1538886,,CHEMBL1538886,5.30,0,http://www.openphacts.org/units/Nanomolar,1278505,=,7,1,=,,Potency,nM,,5011.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,5.0119
,Inconclusive,4463478,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCCC(=O)NCc1ccc2c(c1)cc(C)n2C,,,CHEMBL1201862,,,,CHEMBL1499775,,CHEMBL1499775,4.40,0,http://www.openphacts.org/units/Nanomolar,1176502,=,7,1,=,,Potency,nM,,39810.7,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,39.8107
,Inconclusive,4463479,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CS(=O)(=O)N(CCc1ccccc1)CC(=O)NCc1ccco1,,,CHEMBL1201862,,,,CHEMBL1320816,,CHEMBL1320816,4.40,0,http://www.openphacts.org/units/Nanomolar,1191914,=,7,1,=,,Potency,nM,,39810.7,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,39.8107
,Active,4463480,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCOc1ccc2nc(O)c(CN(Cc3nnnn3Cc3ccco3)C3CCCCC3)cc2c1,,,CHEMBL1201862,,,,CHEMBL1538976,,CHEMBL1538976,5.50,0,http://www.openphacts.org/units/Nanomolar,1285184,=,7,1,=,,Potency,nM,,3162.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,3.1623
,Inconclusive,4463481,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1ccc(S(=O)(=O)N2CCCN(CC(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,,,CHEMBL1201862,,,,CHEMBL1421390,,CHEMBL1421390,5.00,0,http://www.openphacts.org/units/Nanomolar,1182666,=,7,1,=,,Potency,nM,,10000.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,10.0
,Inconclusive,4463482,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,N#CCSc1nnc(Cc2cccs2)n1C1CCCCC1,,,CHEMBL1201862,,,,CHEMBL1439721,,CHEMBL1439721,4.50,0,http://www.openphacts.org/units/Nanomolar,1169979,=,7,1,=,,Potency,nM,,31622.8,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,31.6228
,Active,4463483,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1cccc(O)c1O,,,CHEMBL1201862,,,,CHEMBL1518159,3-METHOXYCATECHOL,CHEMBL1518159,6.10,0,http://www.openphacts.org/units/Nanomolar,1158672,=,7,1,=,,Potency,nM,,794.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.7943
,Inconclusive,4463484,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CC1CCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3CC(=O)NCc2ccc3c(c2)OCO3)CC1,,,CHEMBL1201862,,,,CHEMBL1490452,,CHEMBL1490452,4.80,0,http://www.openphacts.org/units/Nanomolar,1274128,=,7,1,=,,Potency,nM,,15848.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,15.8489
,Active,4463485,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1cccc(-c2nc(N(C)Cc3ccco3)c3ccccc3n2)c1,,,CHEMBL1201862,,,,CHEMBL1317009,,CHEMBL1317009,5.00,0,http://www.openphacts.org/units/Nanomolar,1172880,=,7,1,=,,Potency,nM,,10000.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,10.0
,Active,4463486,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CC(=O)NCCNc1ncncc1-c1ccccc1C,,,CHEMBL1201862,,,,CHEMBL1475358,,CHEMBL1475358,4.80,0,http://www.openphacts.org/units/Nanomolar,1171699,=,7,1,=,,Potency,nM,,15848.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,15.8489
,Active,4463487,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1ccsc1C1C=C(c2cccc(Br)c2)Nc2ncnn21,,,CHEMBL1201862,,,,CHEMBL1400768,,CHEMBL1400768,4.80,0,http://www.openphacts.org/units/Nanomolar,1175654,=,7,1,=,,Potency,nM,,15848.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,15.8489
,Active,4463488,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,,,CHEMBL1201862,,,,CHEMBL480,LANSOPRAZOLE,CHEMBL480,4.60,0,http://www.openphacts.org/units/Nanomolar,1298279,=,7,1,=,,Potency,nM,,25118.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,25.1189
,Inconclusive,4463489,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,,,CHEMBL1201862,,,,CHEMBL53418,DANTHRON,CHEMBL53418,4.70,0,http://www.openphacts.org/units/Nanomolar,1011184,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Inconclusive,4463490,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3cccc(F)c3)C2)CC1,,,CHEMBL1201862,,,,CHEMBL1450993,,CHEMBL1450993,6.30,0,http://www.openphacts.org/units/Nanomolar,1171581,=,7,1,=,,Potency,nM,,501.2,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.5012
,Inconclusive,4463491,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1cc2c(c(=O)o1)[C@H](O)[C@H]1O[C@@H]1C2=O,,,CHEMBL1201862,,,,CHEMBL1592542,,CHEMBL1592542,6.60,0,http://www.openphacts.org/units/Nanomolar,1159280,=,7,1,=,,Potency,nM,,251.2,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.2512
,Inconclusive,4463492,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1ccccc1CC1(C)NC(=O)N(CC(=O)Nc2cc(C)on2)C1=O,,,CHEMBL1201862,,,,CHEMBL1596176,,CHEMBL1596176,4.70,0,http://www.openphacts.org/units/Nanomolar,1166697,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Inconclusive,4463493,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1ccc(CN2C(=O)c3cccnc3C2Nc2cc(Cl)c(OC)cc2OC)cc1,,,CHEMBL1201862,,,,CHEMBL1539114,,CHEMBL1539114,4.60,0,http://www.openphacts.org/units/Nanomolar,1177543,=,7,1,=,,Potency,nM,,25118.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,25.1189
,Active,4463494,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,Cc1ccc(-c2c(C#N)c(S)nc3c2CCCC3)o1,,,CHEMBL1201862,,,,CHEMBL1566010,,CHEMBL1566010,5.00,0,http://www.openphacts.org/units/Nanomolar,1278171,=,7,1,=,,Potency,nM,,10000.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,10.0
,Active,4463495,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,,,,CHEMBL1201862,,,,CHEMBL1450895,,CHEMBL1450895,6.30,0,http://www.openphacts.org/units/Nanomolar,1158105,=,7,1,=,,Potency,nM,,501.2,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,0.5012
,Inconclusive,4463496,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1cnsn1,,,CHEMBL1201862,,,,CHEMBL1568597,,CHEMBL1568597,4.70,0,http://www.openphacts.org/units/Nanomolar,1189386,=,7,1,=,,Potency,nM,,19952.6,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,19.9526
,Active,4463497,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,OC1=C2C(=Nc3nc(S)nc(O)c3C2c2ccc(Br)cc2)CCC1,,,CHEMBL1201862,,,,CHEMBL1596266,,CHEMBL1596266,4.60,0,http://www.openphacts.org/units/Nanomolar,1177352,=,7,1,=,,Potency,nM,,25118.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,25.1189
,Inconclusive,4463498,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,O=C(Cc1ccc(Cl)c(Cl)c1)OCC(=O)c1ccc[nH]1,,,CHEMBL1201862,,,,CHEMBL1490220,,CHEMBL1490220,5.80,0,http://www.openphacts.org/units/Nanomolar,1169418,=,7,1,=,,Potency,nM,,1584.9,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,1.5849
,Inconclusive,4463499,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](C(=O)OC)[C@@]5(CC)C=CCN6CC[C@]43[C@H]65)C2)C1,,,CHEMBL1201862,,,,CHEMBL1360944,,CHEMBL1360944,4.90,0,http://www.openphacts.org/units/Nanomolar,979530,=,7,1,=,,Potency,nM,,12589.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,12.5893
,Inconclusive,4463500,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,COc1ccccc1NCCC(=O)OCC(=O)NCc1ccco1,,,CHEMBL1201862,,,,CHEMBL1479248,,CHEMBL1479248,4.90,0,http://www.openphacts.org/units/Nanomolar,1165855,=,7,1,=,,Potency,nM,,12589.3,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,12.5893
,Inconclusive,4463501,[],CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,F,,,BAO_0000186,BAO_0000019,assay format,CCNc1sc(C(=O)c2cccs2)c(N)c1-c1nc2ccccc2s1,,,CHEMBL1201862,,,,CHEMBL1577952,,CHEMBL1577952,5.00,0,http://www.openphacts.org/units/Nanomolar,1168088,=,7,1,=,,Potency,nM,,10000.0,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,9606,,,Potency,um,UO_0000065,,10.0
